id,mean_diff,G
factors,0.1102,F
instructed,0.109366667,F
arg,0.109257143,F
oct,0.109,F
saw,0.1089,F
pattern,0.108733333,F
extraordinary,0.1084,F
damages,0.107872727,F
below,0.107533333,F
eastern,0.10748,F
miller,0.10735,F
redress,0.1073,F
rooted,0.1071,F
grave,0.10655,F
attributable,0.1059,F
properly,0.1056,F
develop,0.10484,F
puerto,0.104,F
short,0.1038,F
instead,0.103509091,F
introduced,0.103433333,F
accompanying,0.1031,F
i.e,0.102125,F
mich,0.10188,F
questionable,0.101866667,F
pages,0.1018,F
achieving,0.1017,F
costs,0.101622222,F
corporations,0.1016,F
training,0.10124,F
teague,0.1012,F
ca,0.100916667,F
ala,0.10088,F
controls,0.1007,F
tailored,0.1004,F
lacking,0.1,F
favoring,0.0993,F
technology,0.0991,F
low,0.098742857,F
confirm,0.0987,F
determined,0.098333333,F
instance,0.098025,F
disciplinary,0.09675,F
advance,0.096628571,F
suggests,0.096577778,F
target,0.0962,F
ledhn,0.09612,F
therefore,0.09605,F
rico,0.095833333,F
harlow,0.0956,F
alaska,0.095533333,F
collected,0.0954,F
warrants,0.0954,F
visited,0.095266667,F
approximately,0.095133333,F
lead,0.0947,F
disproportionate,0.0946,F
industry,0.094514286,F
maintains,0.094466667,F
state's,0.09438,F
amici,0.0942,F
ready,0.094,F
granted,0.093977778,F
ashcroft,0.0937,F
recovery,0.093685714,F
medical,0.093622222,F
competence,0.0934,F
several,0.093177778,F
lower,0.093066667,F
st,0.092925,F
app,0.092883333,F
preserved,0.0928,F
requirements,0.09274,F
among,0.092733333,F
fourth,0.09228,F
oral,0.092088889,F
annual,0.0918,F
assessing,0.0917,F
aff'd,0.0912,F
steel,0.091,F
allowing,0.0907,F
plaintiffs,0.090488889,F
awareness,0.0904,F
conn,0.0904,F
dept,0.090285714,F
diversity,0.089485714,F
and,0.089428571,F
http,0.0893,F
weeks,0.0892,F
reasonably,0.088977778,F
e,0.088784615,F
al,0.088742857,F
environmental,0.088714286,F
cooperative,0.0884,F
kentucky,0.088233333,F
davis,0.088114286,F
regulated,0.087942857,F
negligence,0.087833333,F
contractual,0.087533333,F
convey,0.0875,F
th,0.087488889,F
qualifies,0.0874,F
woman,0.08704,F
discriminatory,0.086911111,F
circuit,0.086527273,F
worker,0.0865,F
caution,0.0864,F
organizations,0.085514286,F
sensitive,0.0852,F
seven,0.0848,F
g,0.084763636,F
project,0.0847,F
sub,0.0847,F
bears,0.084685714,F
dollar,0.084266667,F
injury,0.08418,F
k,0.084114286,F
site,0.084066667,F
considerable,0.083933333,F
furthers,0.0838,F
advantages,0.0837,F
instruct,0.0837,F
declares,0.0835,F
path,0.0835,F
maintain,0.0834,F
recall,0.0834,F
trained,0.0834,F
pet,0.083377778,F
constraints,0.083,F
lot,0.083,F
jobs,0.08295,F
core,0.082933333,F
decisions,0.08265,F
nom,0.0826,F
experience,0.082325,F
indifference,0.082,F
amendment's,0.081933333,F
recently,0.081885714,F
illegal,0.08185,F
exceed,0.0817,F
curiae,0.08155,F
actors,0.0813,F
gender,0.0811,F
reg,0.08108,F
montana,0.080966667,F
determining,0.080911111,F
controversy,0.080825,F
reasonableness,0.080714286,F
allowance,0.0807,F
obligation,0.080688889,F
indian,0.0806,F
dist,0.0804,F
physicians,0.0804,F
realm,0.0804,F
articulated,0.08008,F
dissenting,0.08005,F
extension,0.079933333,F
renders,0.0794,F
occasion,0.079133333,F
sought,0.079022222,F
operative,0.079,F
incompatible,0.0785,F
promote,0.078485714,F
hazardous,0.0784,F
version,0.0784,F
resident,0.0782,F
understandable,0.0782,F
trucking,0.07815,F
doctor,0.0779,F
loans,0.0778,F
remote,0.077666667,F
eventually,0.0775,F
framework,0.077333333,F
apr,0.077266667,F
calls,0.077233333,F
relevance,0.076833333,F
gen,0.07675,F
receiving,0.076733333,F
grounded,0.0765,F
program,0.076488889,F
barring,0.0764,F
characteristics,0.076333333,F
examined,0.0759,F
ore,0.075866667,F
portions,0.07584,F
dispositive,0.075233333,F
farm,0.0752,F
greatest,0.0751,F
protective,0.075,F
oregon,0.074966667,F
married,0.0748,F
allegedly,0.074766667,F
share,0.074714286,F
suits,0.0747,F
admitted,0.074657143,F
punitive,0.074525,F
ruling,0.074525,F
regulating,0.074514286,F
sustained,0.0744,F
tied,0.0744,F
reverse,0.0743,F
certified,0.0742,F
moved,0.07415,F
dependent,0.074033333,F
advertisement,0.074,F
drawn,0.0738,F
recognized,0.073709091,F
line,0.0736,F
occupants,0.0735,F
residence,0.073333333,F
waste,0.073325,F
gross,0.0732,F
hospital,0.072914286,F
places,0.072675,F
inappropriate,0.0726,F
based,0.072533333,F
inevitably,0.0725,F
guided,0.0724,F
settle,0.0723,F
prompted,0.0722,F
disposal,0.0721,F
up,0.071911111,F
hired,0.0719,F
minimal,0.07188,F
particularized,0.071866667,F
moving,0.0718,F
framed,0.0717,F
contribute,0.0716,F
classes,0.07156,F
blind,0.0715,F
succeed,0.0713,F
characterization,0.07124,F
strong,0.071225,F
administering,0.071,F
misconduct,0.070933333,F
lexis,0.0704,F
negligent,0.0704,F
bear,0.070275,F
inherently,0.07025,F
depriving,0.0702,F
odds,0.0702,F
residents,0.07,F
membership,0.069933333,F
citizenship,0.069857143,F
perceived,0.06984,F
worked,0.0698,F
adversarial,0.069666667,F
park,0.0694,F
identified,0.069325,F
economically,0.0692,F
governmental,0.0692,F
workplace,0.0692,F
york's,0.0691,F
female,0.069,F
preferences,0.069,F
ruled,0.069,F
circumstances,0.068566667,F
railroad,0.068542857,F
marked,0.0685,F
benefits,0.06816,F
corps,0.06788,F
evidence,0.067828571,F
blood,0.0678,F
supplemental,0.06775,F
abuse,0.067725,F
incidence,0.0677,F
bright,0.06755,F
size,0.0675,F
for,0.067328571,F
nation's,0.0673,F
key,0.06728,F
district's,0.0672,F
materially,0.0672,F
fire,0.067166667,F
women,0.06715,F
cure,0.0671,F
directly,0.066977778,F
liquor,0.066914286,F
deleted,0.0668,F
pressure,0.0667,F
jersey,0.066625,F
univ,0.0666,F
practices,0.066577778,F
male,0.0665,F
regime,0.06648,F
supp,0.066218182,F
scene,0.0662,F
conscious,0.06615,F
contract,0.065733333,F
apa,0.0657,F
taxation,0.065525,F
drugs,0.065485714,F
tangible,0.0654,F
profession,0.0653,F
across,0.06528,F
inform,0.065133333,F
mississippi,0.065085714,F
lawrence,0.065066667,F
opt,0.065,F
sanctioned,0.065,F
tenth,0.065,F
payments,0.064925,F
powell,0.064875,F
reservations,0.0648,F
little,0.064622222,F
declines,0.0646,F
arbitration,0.064577778,F
miss,0.0645,F
crucial,0.0644,F
manufacture,0.0644,F
victim's,0.0644,F
texas,0.064311111,F
culpability,0.0643,F
ninth,0.064285714,F
implemented,0.0642,F
saving,0.06405,F
occurrence,0.064,F
unreasonable,0.064,F
direction,0.063833333,F
erie,0.0637,F
judicially,0.06365,F
placing,0.0636,F
asked,0.0635,F
wyoming,0.063466667,F
affidavits,0.0634,F
green,0.0634,F
despite,0.0632,F
team,0.0632,F
pa,0.063171429,F
motor,0.063125,F
high,0.063088889,F
arrest,0.063025,F
craft,0.0629,F
showed,0.0627,F
burdensome,0.062533333,F
refusal,0.062525,F
supply,0.06248,F
directed,0.062425,F
living,0.0624,F
facial,0.06235,F
remedies,0.062333333,F
guidance,0.062314286,F
offers,0.062285714,F
remedy,0.06224,F
internal,0.0622,F
relying,0.062114286,F
earned,0.0621,F
holds,0.061955556,F
undermined,0.0619,F
factor,0.061888889,F
affirm,0.061825,F
warranted,0.0617,F
goals,0.061566667,F
discretion,0.061472727,F
oversight,0.0614,F
developing,0.0612,F
evans,0.0612,F
consumers,0.061133333,F
examine,0.061133333,F
greatly,0.061,F
errs,0.0609,F
criteria,0.0608,F
intrusive,0.0608,F
top,0.0608,F
enables,0.0606,F
prudential,0.0605,F
deeply,0.0604,F
segregated,0.0602,F
hudson,0.060133333,F
largely,0.060133333,F
abortions,0.0601,F
estelle,0.0601,F
pain,0.0601,F
flight,0.06,F
southern,0.06,F
surveillance,0.06,F
related,0.05994,F
everything,0.0598,F
instruction,0.0598,F
inside,0.05975,F
exclusionary,0.0596,F
re,0.0594,F
upset,0.0594,F
persuasion,0.0593,F
overruled,0.05924,F
commercial,0.0592,F
establishing,0.0592,F
professional,0.059114286,F
reply,0.059033333,F
vacated,0.0589,F
honda,0.0587,F
seq,0.058685714,F
liable,0.058514286,F
railroads,0.0585,F
concluded,0.058488889,F
jury's,0.058485714,F
ann,0.0584,F
challenged,0.0584,F
concrete,0.0584,F
carriers,0.058314286,F
serves,0.058314286,F
heavily,0.0582,F
entity,0.058057143,F
requirement,0.058016667,F
suffer,0.058,F
warrantless,0.058,F
unauthorized,0.0579,F
dispute,0.0578,F
harris,0.057733333,F
motive,0.057733333,F
promises,0.0577,F
suffering,0.0576,F
wilson,0.0576,F
application,0.057583333,F
instruments,0.0574,F
furthermore,0.057333333,F
irrational,0.0571,F
honor,0.0569,F
incurred,0.05684,F
prosecutor's,0.05668,F
reasoned,0.056542857,F
increases,0.05648,F
racially,0.05648,F
association,0.056422222,F
abortion,0.05635,F
reasons,0.056290909,F
method,0.056125,F
u,0.056072727,F
observe,0.055733333,F
burning,0.0557,F
presentation,0.0557,F
deliberate,0.055566667,F
light,0.05556,F
percent,0.055542857,F
regulation,0.0554,F
york,0.0554,F
alter,0.055333333,F
incident,0.055333333,F
accurately,0.0553,F
agreements,0.055225,F
purposes,0.055216667,F
taxed,0.0552,F
reimbursement,0.055033333,F
verdicts,0.055,F
unreasonably,0.0549,F
awarded,0.0548,F
industries,0.0548,F
lee,0.0547,F
rose,0.054666667,F
affiliation,0.0546,F
partners,0.0546,F
mitigation,0.05455,F
ellis,0.0544,F
feasible,0.0544,F
remedial,0.0544,F
african,0.0543,F
lawyers,0.0543,F
providers,0.054266667,F
testified,0.0542,F
investment,0.054133333,F
reduce,0.0541,F
national,0.054090909,F
gambling,0.0539,F
obliged,0.0538,F
recorded,0.0538,F
mother,0.05368,F
embodied,0.05365,F
aedpa,0.053533333,F
expansive,0.05344,F
ethnic,0.0531,F
face,0.053,F
wis,0.053,F
seizure,0.052914286,F
terry,0.05288,F
board's,0.052766667,F
farmers,0.0527,F
lockett,0.0527,F
overruling,0.0527,F
slip,0.0527,F
reluctant,0.0525,F
analogous,0.052333333,F
threaten,0.0523,F
containing,0.05216,F
regulatory,0.052088889,F
autonomy,0.052,F
bureau,0.051933333,F
unduly,0.0519,F
asset,0.051866667,F
counsel's,0.0518,F
rate,0.051777778,F
exclusively,0.051485714,F
influenced,0.0513,F
caused,0.051225,F
actual,0.0512,F
calculation,0.0512,F
highest,0.0512,F
inaccurate,0.0512,F
developed,0.051142857,F
suggesting,0.051133333,F
oil,0.051114286,F
backpay,0.051,F
supervisor,0.05095,F
wrongful,0.050833333,F
theories,0.0508,F
lands,0.050714286,F
bargaining,0.0506,F
discourage,0.0505,F
search,0.05048,F
listing,0.0504,F
gregory,0.0502,F
facially,0.05015,F
federalism,0.050133333,F
wide,0.050133333,F
torts,0.0501,F
cadc,0.050066667,F
entitlement,0.050033333,F
monthly,0.05,F
applicant,0.049966667,F
measures,0.049933333,F
minimum,0.04975,F
prospect,0.0497,F
nd,0.0497,F
calling,0.049666667,F
guns,0.049666667,F
illegally,0.0496,F
accordingly,0.0494,F
pool,0.0493,F
searches,0.0493,F
actionable,0.0492,F
methods,0.0492,F
disadvantage,0.0491,F
operator,0.0489,F
supplied,0.0489,F
pregnancy,0.048742857,F
casts,0.0487,F
inspection,0.0486,F
usual,0.048533333,F
applicants,0.04852,F
de,0.0485,F
asserting,0.04844,F
dormant,0.0484,F
variety,0.048366667,F
times,0.048288889,F
decision,0.048261538,F
formally,0.0482,F
underlying,0.0482,F
reconsideration,0.0481,F
contested,0.048,F
governments,0.048,F
developments,0.0479,F
manufacturers,0.047866667,F
bearing,0.047833333,F
incorporation,0.0478,F
salary,0.0478,F
old,0.04775,F
presence,0.047725,F
uphold,0.0477,F
associations,0.0476,F
associates,0.047533333,F
wildlife,0.0475,F
income,0.04738,F
efforts,0.047375,F
agreement,0.04736,F
told,0.047325,F
undue,0.04728,F
abandoned,0.0471,F
collective,0.046725,F
bars,0.0466,F
tailoring,0.0466,F
relevant,0.046583333,F
waters,0.046542857,F
contraband,0.0465,F
teacher,0.0465,F
contributions,0.046433333,F
initiative,0.0463,F
reputation,0.0462,F
preliminary,0.046166667,F
economy,0.04615,F
fixed,0.046133333,F
extreme,0.0461,F
ultimately,0.046025,F
solid,0.046,F
artificial,0.0459,F
expertise,0.0459,F
class,0.045890909,F
memorial,0.0458,F
importation,0.04575,F
criterion,0.0457,F
founded,0.0457,F
hn,0.045666667,F
dual,0.0456,F
stipulation,0.0455,F
services,0.04548,F
acted,0.045475,F
consumption,0.0454,F
attorneys,0.045285714,F
facts,0.045254545,F
apportionment,0.0452,F
emotional,0.045,F
op,0.045,F
exempting,0.0449,F
league,0.0447,F
facing,0.0446,F
preparation,0.0446,F
affirmatively,0.04455,F
sufficiently,0.0445,F
yale,0.0445,F
trustees,0.04444,F
observes,0.0444,F
supervisors,0.0444,F
airport,0.0443,F
differ,0.0443,F
sit,0.0443,F
richmond,0.0442,F
justified,0.04415,F
concerns,0.044133333,F
alabama,0.0441,F
utility,0.04408,F
invidious,0.044,F
exactly,0.043933333,F
comm'n,0.043914286,F
deadly,0.04388,F
ample,0.043866667,F
lease,0.04375,F
tribes,0.043733333,F
carrier,0.043725,F
withdraw,0.0437,F
transmission,0.0436,F
complete,0.04355,F
faa,0.0435,F
nation,0.0435,F
programs,0.0435,F
erroneously,0.0434,F
exceeds,0.0434,F
electric,0.04335,F
pacific,0.0433,F
conveyed,0.043266667,F
continued,0.043257143,F
privacy,0.043225,F
extensive,0.0431,F
publicly,0.0431,F
securing,0.0431,F
expanded,0.043066667,F
bound,0.043057143,F
generated,0.04295,F
harms,0.04295,F
kan,0.0429,F
troubling,0.0429,F
club,0.0427,F
her,0.042654545,F
willful,0.04265,F
embrace,0.0426,F
harm,0.0426,F
balancing,0.042533333,F
juvenile,0.042533333,F
expectations,0.0425,F
move,0.0425,F
charged,0.042488889,F
placement,0.042466667,F
personal,0.042422222,F
advertising,0.0424,F
pursued,0.0424,F
connected,0.042266667,F
participants,0.04215,F
chemical,0.0421,F
involvement,0.0421,F
defend,0.042,F
delay,0.04195,F
fewer,0.0419,F
characterize,0.0417,F
features,0.04168,F
meets,0.041666667,F
began,0.041533333,F
zone,0.041533333,F
rates,0.041525,F
west,0.0415,F
deterrence,0.041466667,F
defendants,0.04146,F
conservation,0.0414,F
mandates,0.0414,F
widespread,0.0414,F
deemed,0.04135,F
afford,0.041333333,F
alimony,0.0413,F
percentage,0.041133333,F
entities,0.041057143,F
academic,0.041,F
command,0.041,F
designed,0.041,F
nonmembers,0.041,F
suggested,0.041,F
including,0.04098,F
acknowledging,0.040866667,F
broad,0.040866667,F
fish,0.0408,F
propriety,0.0408,F
sex,0.040777778,F
goal,0.040714286,F
marital,0.040666667,F
corporate,0.0406,F
houses,0.0406,F
toward,0.0406,F
navigable,0.0405,F
obligations,0.0405,F
prove,0.040422222,F
epa's,0.0404,F
gray,0.0404,F
transportation,0.040325,F
juries,0.040314286,F
civil,0.040181818,F
n,0.040157143,F
admission,0.0401,F
flat,0.0401,F
declined,0.040033333,F
drug,0.04,F
warrant,0.03996,F
economic,0.0398,F
participation,0.0398,F
marijuana,0.03968,F
meeting,0.03965,F
accomplice,0.0396,F
divorce,0.0396,F
routinely,0.0396,F
idaho,0.039433333,F
ignored,0.0393,F
independently,0.0393,F
deposition,0.0392,F
franklin,0.0392,F
airlines,0.03915,F
main,0.039066667,F
properties,0.039,F
plaintiff's,0.038933333,F
interim,0.0389,F
ltd,0.0389,F
labor,0.038822222,F
subcommittee,0.0388,F
expenditures,0.038733333,F
nearly,0.038714286,F
alternatives,0.038666667,F
discrimination,0.038633333,F
preclude,0.0386,F
coastal,0.03848,F
recognizes,0.038425,F
materials,0.0384,F
partnership,0.0384,F
tariff,0.0382,F
valuation,0.0382,F
suspicion,0.038114286,F
focus,0.0381,F
sees,0.0381,F
container,0.038,F
exempted,0.038,F
impermissible,0.037966667,F
prepared,0.037933333,F
accounting,0.0379,F
plenary,0.0379,F
projects,0.0378,F
sovereignty,0.0378,F
discovery,0.037742857,F
ascertain,0.0377,F
agree,0.03768,F
searched,0.037666667,F
divided,0.03755,F
sentencer,0.03755,F
abstract,0.037533333,F
satisfies,0.037466667,F
mexico,0.037433333,F
equal,0.0374,F
overrule,0.0374,F
court,0.037371429,F
carter,0.03735,F
explained,0.037222222,F
participant,0.0372,F
depend,0.037133333,F
conclusive,0.0371,F
phase,0.037085714,F
reliability,0.03708,F
warning,0.037033333,F
repair,0.037,F
tex,0.037,F
states,0.036971429,F
concurrence,0.036933333,F
dakota,0.03688,F
carry,0.03685,F
spouses,0.0368,F
respondents,0.036709091,F
declaring,0.0367,F
fathers,0.0367,F
precludes,0.0367,F
licensed,0.0366,F
plans,0.036525,F
rarely,0.0365,F
classification,0.036425,F
hearings,0.036314286,F
inquiries,0.0363,F
retroactive,0.036285714,F
randolph,0.0362,F
severe,0.036133333,F
defining,0.036114286,F
emphasized,0.036033333,F
testify,0.036033333,F
union,0.036,F
taken,0.035888889,F
proposed,0.035866667,F
successfully,0.035866667,F
birth,0.0358,F
local,0.03574,F
officer's,0.0357,F
looked,0.035666667,F
prevailing,0.035633333,F
safeguards,0.035633333,F
mass,0.035566667,F
revised,0.0355,F
uniformity,0.03544,F
assessed,0.0354,F
fuel,0.0354,F
photo,0.0354,F
inferences,0.0353,F
restitution,0.0353,F
adopts,0.03528,F
damage,0.035142857,F
certificate,0.035133333,F
icc,0.0351,F
start,0.0351,F
instrument,0.0351,F
treatise,0.035066667,F
tenn,0.035,F
preserve,0.035,F
rule,0.034928571,F
operators,0.0349,F
prejudice,0.034725,F
stat,0.034709091,F
activity,0.0346,F
excise,0.0346,F
devices,0.0345,F
fairness,0.034425,F
arbitrarily,0.0344,F
bennett,0.0344,F
fda,0.0344,F
board,0.034290909,F
charitable,0.03428,F
identity,0.03428,F
acres,0.0342,F
circuit's,0.0342,F
thompson's,0.0342,F
permits,0.03415,F
wright,0.034133333,F
shell,0.0341,F
immediately,0.034025,F
profit,0.034,F
compared,0.03395,F
pension,0.0339,F
inconsistent,0.033888889,F
unnecessarily,0.033866667,F
church,0.033828571,F
accords,0.0338,F
disputes,0.033714286,F
formula,0.0337,F
monetary,0.0337,F
clients,0.0336,F
procedure,0.03358,F
tribal,0.033542857,F
repeatedly,0.033525,F
your,0.033514286,F
assembly,0.0335,F
producing,0.0335,F
minorities,0.033466667,F
barriers,0.0334,F
desegregation,0.0333,F
unions,0.0332,F
act's,0.033085714,F
affecting,0.03308,F
lawfully,0.033,F
negotiated,0.033,F
retired,0.033,F
md,0.03295,F
sanction,0.032833333,F
bacchus,0.0328,F
upheld,0.0328,F
plaintiff,0.03274,F
objections,0.0327,F
hereinafter,0.032657143,F
accuracy,0.0326,F
severely,0.0326,F
effectiveness,0.0325,F
numbers,0.0325,F
evident,0.032433333,F
compiled,0.0324,F
concerted,0.0324,F
eleventh,0.0324,F
unfortunately,0.0324,F
responsible,0.032314286,F
maryland,0.032225,F
afforded,0.0322,F
calculated,0.0322,F
supervised,0.0322,F
uniformly,0.0322,F
harmless,0.032142857,F
legislature's,0.032066667,F
potential,0.032,F
utilities,0.03195,F
arizona,0.031925,F
secretary's,0.0319,F
constitutionality,0.031825,F
resale,0.0318,F
contractors,0.03175,F
increase,0.031625,F
alia,0.03155,F
inconsistency,0.0315,F
preemption,0.0315,F
taxpayer's,0.0315,F
premises,0.031433333,F
retirement,0.031433333,F
deprivations,0.0314,F
sdny,0.0314,F
appropriate,0.031363636,F
martin,0.03135,F
coa,0.0312,F
dna,0.0312,F
ferc,0.0312,F
massachusetts,0.031114286,F
arbitrators,0.0311,F
foia,0.0311,F
sierra,0.0311,F
caldwell,0.031,F
hendricks,0.031,F
homosexual,0.031,F
mineral,0.031,F
recreational,0.031,F
sniff,0.031,F
waller,0.031,F
defects,0.0309,F
task,0.0309,F
agency's,0.03088,F
concurrent,0.030866667,F
ariz,0.0308,F
hawaii,0.0308,F
level,0.030777778,F
rationally,0.03075,F
barred,0.030685714,F
center,0.0305,F
citations,0.030433333,F
copies,0.0304,F
planned,0.0304,F
practice,0.0303,F
parties,0.03025,F
dr,0.0302,F
incorrectly,0.0302,F
especially,0.030025,F
department's,0.03,F
neglect,0.03,F
cut,0.0299,F
easier,0.0299,F
premised,0.0299,F
burden,0.029890909,F
anticipated,0.0298,F
commentators,0.0298,F
quickly,0.0297,F
invalidating,0.029666667,F
bribery,0.0296,F
closing,0.0296,F
noting,0.029475,F
proof,0.0294,F
upholding,0.029333333,F
narrowly,0.029314286,F
commencement,0.0293,F
intact,0.0292,F
pornography,0.0292,F
guide,0.029133333,F
unitary,0.02905,F
outside,0.029,F
supervisory,0.029,F
voter,0.029,F
bond,0.02884,F
items,0.02884,F
judgment,0.028738462,F
apprendi,0.0287,F
born,0.0286,F
pursuing,0.0286,F
their,0.028571429,F
encompass,0.02855,F
precedents,0.028525,F
admissible,0.0285,F
break,0.0285,F
vagueness,0.0285,F
introduce,0.0284,F
katz,0.0284,F
mcmillan,0.0284,F
bar,0.028377778,F
harv,0.0283,F
retroactively,0.02828,F
processing,0.028266667,F
infringement,0.02825,F
value,0.02824,F
adopt,0.0282,F
bakke,0.0282,F
railway,0.0282,F
urban,0.0282,F
decisis,0.028166667,F
vested,0.0281,F
individualized,0.02808,F
wash,0.02805,F
misleading,0.028,F
movement,0.028,F
penry,0.028,F
confusion,0.027966667,F
courtroom,0.0279,F
crim,0.0279,F
shareholders,0.0279,F
assigned,0.02788,F
veterans,0.02784,F
south,0.027825,F
host,0.0278,F
scrutiny,0.0278,F
unenforceable,0.0278,F
intervening,0.0277,F
dilution,0.0276,F
immunities,0.02748,F
assault,0.0274,F
sheet,0.0274,F
weapons,0.0274,F
telephone,0.02735,F
week,0.0273,F
union's,0.02725,F
beer,0.0272,F
compliance,0.027125,F
claimants,0.027,F
duncan,0.027,F
substances,0.027,F
inquiry,0.026955556,F
category,0.026925,F
lucas,0.0268,F
parcel,0.0268,F
adequately,0.026742857,F
doe,0.0267,F
irwin,0.0267,F
reach,0.026688889,F
replaced,0.0266,F
wl,0.0265,F
wall,0.026433333,F
adhere,0.0264,F
intoxication,0.0264,F
seventh,0.0264,F
dog,0.02635,F
lake,0.026333333,F
weapon,0.026333333,F
body,0.026325,F
heart,0.0263,F
realistic,0.0263,F
feb,0.026266667,F
citation,0.0262,F
collins,0.0261,F
jurek,0.0261,F
vice,0.026,F
did,0.025984615,F
repose,0.02595,F
competing,0.02588,F
becomes,0.0258,F
harsh,0.0258,F
hundreds,0.0258,F
cost,0.025622222,F
arbitrator,0.0256,F
reasonable,0.025538462,F
escape,0.025433333,F
amendment,0.0254,F
stare,0.025366667,F
element,0.0252,F
compact,0.025166667,F
announce,0.0251,F
void,0.02508,F
held,0.024938462,F
sess,0.0249,F
iv,0.02485,F
alone,0.0248,F
philadelphia,0.0248,F
inclusion,0.0247,F
appellees,0.0246,F
plain,0.0246,F
tort,0.02455,F
fall,0.024542857,F
master,0.024533333,F
unfair,0.024525,F
litigant,0.024466667,F
corporation,0.0244,F
schedule,0.0244,F
enterprise,0.024371429,F
options,0.0243,F
interpretations,0.02424,F
tribe,0.024225,F
factfinding,0.0242,F
institute,0.02404,F
rare,0.02404,F
sanders,0.024,F
disregard,0.023966667,F
select,0.02395,F
common,0.0239,F
carries,0.02388,F
hope,0.02385,F
sd,0.0238,F
nature,0.02378,F
runs,0.02375,F
father,0.0237,F
promotion,0.02368,F
bonds,0.023666667,F
custodial,0.02364,F
imposes,0.023625,F
administer,0.0235,F
credit,0.023475,F
ohio,0.023422222,F
arkansas,0.0234,F
contend,0.0234,F
graham,0.0234,F
reiterated,0.0234,F
students,0.023325,F
uniform,0.023314286,F
pregnant,0.0233,F
confidence,0.02328,F
contracting,0.0232,F
substantial,0.0232,F
breadth,0.023,F
promise,0.023,F
rehearing,0.023,F
yes,0.023,F
w,0.022911111,F
classifications,0.022833333,F
behalf,0.0228,F
documents,0.0228,F
generic,0.0227,F
image,0.0226,F
minutes,0.0226,F
registered,0.02255,F
secure,0.022542857,F
areas,0.022525,F
blanket,0.022466667,F
reservation,0.0224,F
vary,0.0224,F
wheat,0.0224,F
convinced,0.02236,F
adjudicate,0.0223,F
rightly,0.0223,F
operates,0.02228,F
delegated,0.02215,F
missouri,0.022114286,F
allege,0.0221,F
study,0.022085714,F
medicare,0.02204,F
fed,0.0219,F
purported,0.0219,F
warnings,0.0219,F
communities,0.021866667,F
firearm,0.021857143,F
concepts,0.0218,F
losses,0.0217,F
cong,0.021688889,F
jurisdictions,0.021633333,F
benefit,0.02162,F
abroad,0.0216,F
health,0.021577778,F
responses,0.0213,F
essential,0.021275,F
mandamus,0.021266667,F
behind,0.0212,F
earning,0.0212,F
fees,0.0212,F
traditional,0.021177778,F
group,0.021155556,F
conduct,0.0211,F
decrees,0.021066667,F
relation,0.021,F
rendering,0.021,F
success,0.0209,F
trust,0.0209,F
island,0.020833333,F
deferential,0.0208,F
mrs,0.020733333,F
superior,0.020633333,F
cert,0.0206,F
vacating,0.0206,F
unrelated,0.020542857,F
injuries,0.020485714,F
modify,0.02044,F
confirmation,0.0204,F
gilbert,0.0204,F
tennessee,0.0204,F
preservation,0.02035,F
thousands,0.02035,F
adams,0.020266667,F
civ,0.02024,F
